Brand,comments,,,
Nayatel,"I am sick of all those comparison posts yaar koi banta he comparison 2 cultures ka bhai 1 baar aa k kisi bahir k country main reh k dekho phir batao

🇺🇲 The food bill is 80 dollars, so we split it in two, your share is 40 dollars please.
🇵🇰 Wallet andar rakho! Aap ne socha bhi kaisey hum aap se paisey lengay?! Waiter! Idhar aao, main kehta hoon idhar!

🇺🇲 This is my seat, please get up!
🇵🇰 Baji aap beth jayen, koi baat nahin.

🇺🇲 Are you done eating? Should I take your plate?
🇵🇰 Hain? Abhi se kha liya? Arey qorma toh lo, arey tikka daalo inn ki plate main aur yeh garlic naan khaya?

🇺🇲 Okay, I'm going out. Bye
🇵🇰 Main bahar jaa raha hoon kuch chahiye? Aapi se bhi pooch lo, upar jaa ke abba se poocho, barabar wali aunty se bhi pooch lo.

🇺🇲 Headache? Here, Tylenol.
🇵🇰 Haaye mere betay ke sar main dard hai? Idhar aao main garam tail ki malish kar doon, yeh lo chai, yeh lo beta soup.

🇺🇲 Oh, you got married? Congratulations. Please get back to work now.
🇵🇰 Arey bhai ki shadi ho gayi aur hamain khabar nahin? Mithai mangwao! Khana bhi mangwao, bhangra paaao!

🇺🇲 I'm sorry there's not much space in our new home, I can't invite your kids to the housewarming party.
🇵🇰 Dil main jaga honi chahiye jee! Sab ko ley ke aana, kaheen na kaheen adjust ho jaenge!

#Copied

Aisa hay mera Pakistan",,,
Nayatel,Nayatel b lazy ho gaya h 3 din tk complaint clear ni krta,,,
Nayatel,Dhoke kashmirian mein phonch gai ha Dhoke kala Khan 1kilometer mein ha yahan kab aye gi,,,
Nayatel,We Are Waiting In Gangal WEST Shaheen Town,,,
Nayatel,PTCL KUCH Seekho,,,
Nayatel,Muhammad Zuhair Anjum,,,
Nayatel,In Abbottabad service availabile,,,
Nayatel,K hogya Muhammad Ali Maqsood Awan,,,
Nayatel,"When are u going to increase bandwidth per price?
Other ISP in the country are offering more bandwidth as compared to your prices",,,
Nayatel,Nayatel 10mbs unlimited package price in Peshawar hayatabad please..,,,
Nayatel,Are your services available in I-10/1 Islamabad?,,,
Nayatel,"A.w apki service zarkoon height g. 15 islamabad tak hai
usky bilkul sath G15 khyaban e kashmir society h waha ap service provide ni kr rhy kya wajha hai?????",,,
Nayatel,Nayatel surfing speed is too slow if you complain they say to subscribe social media package with extra pay,,,
Nayatel,"Unlimited means no limit
But your offering 1.5tb for 30mbps package
Don't make people fool..",,,
Nayatel,Great service 👏,,,
Nayatel,"No service at airport rd. Chaklala. Kya faida survey krwa k bhe.. my friend lives 5mins away
From my location and hes enjoying nayatel Muhammad Ahsan Lodhi baqi hmy ni de rhy hn serivces ....",,,
Nayatel,What about corporate clients?,,,
Nayatel,Rates?,,,
Nayatel,"How much downloading in Unlimited?
FUP? 1TB ? Or 2 TB ? For 10MB to 30MB connections",,,
Nayatel,Is this available in pindorian islamabad?,,,
Nayatel,Your installation charges want in abu bakar block phase 8 bahria town,,,
Nayatel,Amer Ejaz,,,
Nayatel,wow MashAllah,,,
Nayatel,"Are you available in Ghulam Muhammad Abad Faisalabad?
Student Packages available?",,,
Nayatel,https://www.facebook.com/groups/679447422536170/?ref=share,,,
Nayatel,nic e,,,
Nayatel,details plz and which area and city ?,,,
Nayatel,Hi,,,
Nayatel,nyc,,,
Nayatel,Mahd KHan 100Mbps,,,
Nayatel,Coverage,,,
Nayatel,"GOLG SIGNALS
🤝 Account management
Available
Profit sharing 50 50
https://t.me/joinchat/AAAAAFJB36nvw_BjvhjeSg",,,
Nayatel,Fahad Hasan,,,
Nayatel,https://youtu.be/QFNDEkMYpX4,,,
Nayatel,Way too expensive packages .,,,
Nayatel,are available at lslamabad H-13 ?,,,
Nayatel,kea faida mre area me nhi ha,,,
Nayatel,Mere area me b ni he service 194.rb lathiyanwala me,,,
Nayatel,Too much expensive. You guys are deliberately trying to be worse than PTCL in every department now.,,,
Nayatel,ہمارے ایریا میں coverage نہیں ہے,,,
Nayatel,Ye yahan jinko lagta ha package expensive hain wo tatti quality ka ptcl laga lainna coverage ki tension na mangga honay ki.,,,
Nayatel,To much slow connection,,,
Nayatel,Good,,,
Nayatel,Available in g15?,,,
Nayatel,"Service not available in sector H-13, islamabad",,,
Nayatel,"Manhooso new package nikalny se bhtr hai pura Peshawar to cover kar lo, pichly 2 saal se sun rha hu k Gulberg me aa rhy hain. Main jagah cover ni kr rhy or packages bana rhy hain.",,,
Nayatel,O bhai saal pehlay kaha tha jhangi syedan Islamabad tk a jai ga ....Yaar le ao pooticl ne Dimagh yada howa,,,
Nayatel,Can we get it in Taxila???,,,
Nayatel,Peshawar university me laga do,,,
Nayatel,Pahle coverage tu pori karo peshawar ke uska bad facebook par post or packages ke details post karna,,,
Nayatel,G-8\4 me to le ao yar . Ptcl ne dimagh kharab kar rakha he,,,
Nayatel,Very bad network,,,
Nayatel,Nyc,,,
Nayatel,Looking so beautiful,,,
Nayatel,🐰°🍒─┼● N ı ı c Ə ─┼●🍒°🐰°💞,,,
Nayatel,Upgraded to 50Mb unlimited from 15Mb. It has been only one day or so but it is good.,,,
Nayatel,Cant see these packages in my account to upgrade,,,
Nayatel,Nowshera city pleasee????,,,
Nayatel,"What will be the installation Charges if I get Nayatel connection in ""Kehkashan Colony, Adyala Road, Rawalpindi???",,,
Nayatel,Zabar dast,,,
Nayatel,Plzz come to Karachi,,,
Nayatel,"very slow internet, even though its fiber",,,
Nayatel,Un limited main down laod cap kia hay,,,
Nayatel,Usama Rauf,,,
Nayatel,Kohat city?,,,
Nayatel,Prices are too high,,,
Nayatel,"Prices buhat high hai Nayatel 😞 if you want to bring revolution to the Internet sector, you should cut the prices down. Not everyone can afford to pay 5000 rupees with extra taxes for 50 Mbps.",,,
Nayatel,You are expensive.. A service in commercial mkt rwp gives you much cheaper rates for 30 and 100.. And they dont even ask you to pay extra for optimus.. Shame on you nayatel.. U become greedy,,,
Nayatel,Let the competition come to Islamabad and they will be out of business.,,,
Nayatel,where can i check these pkgs with prices and full details?,,,
Nayatel,30mb k price kia h,,,
Nayatel,coming days these 30 to 100mbps will be replaced on 10. 15. 20 mbps,,,
Nayatel,It available at cinema road kabley Bazar peshawar city?. 03005819858,,,
Nayatel,10mb unlimited he?,,,
Nayatel,سب فراڈ ہے ۔۔ انتہائی گھٹیا سروسز ہیں Nayatel والوں کی۔۔,,,
Nayatel,"Your services are so expensive, but you are not expanding your coverage in ISB.",,,
Nayatel,Kindly start your services in Azad Jammu and Kashmir,,,
Nayatel,"unlimited with 1TB Limit, what a joke",,,
Nayatel,I m getting very high ping during gameplay . Ur fibre optic is of no use .,,,
Nayatel,Faizan Yousafzai staso maze d,,,
Nayatel,Is it available at sarband peshawar or acheni bala?,,,
Nayatel,Limited Area.....,,,
Nayatel,"Pakistan ka sbsy ganda or farigh tareen services hn Nayatel ki...

1 month sy bola va tha...

or aj bndy aa kr keh rahy yahn line nai h.. pipe nai h service nai hh... wTF

#bycott_Nayatl",,,
Nayatel,hope u bring ur services to lslamabad H-13 paris city block-F,,,
Nayatel,"Now onwards nayatell started new way to earn money by appling extra useless Taxes even on their internet Cat 5 cabble which cost 13RS per meter or maybe foot from market and nayatell is taking 30rs +some shity tax
#bycott_Nayatl",,,
Nayatel,"When will you provide services in Bahria Town,Rawalpindi, Phase 8, Sector F, Block F-8/1???? Please tell when???",,,
Nayatel,Syeda Banin Zaidi,,,
Nayatel,Hasnain near your office,,,
Nayatel,Great news wellcome to Nayatel in area wish you meet the expectations fully and speedy...........best of luck,,,
Nayatel,We are not from lawyer colony. You have not set the correct target audience for the Facebook ads,,,
Nayatel,Faisal colony airport rwp hai service availble??,,,
Nayatel,Akbar Jawad,,,
Nayatel,Railway Housing Society scheme 9 main aty howy Kiya takleef hy 😭,,,
Nayatel,Charges??? In lawyer colony??,,,
Nayatel,Qazi Abad dhoke chirgh din Rawalpindi my kab tak available hoga,,,
Nayatel,Kay hai ya?,,,
Nayatel,Is it available in Khana pull,,,
Nayatel,Well come,,,
Nayatel,No service at old airport ....,,,
Nayatel,Have been waiting for 2 years now but coverage is available couple of blocks away but not here.,,,
Nayatel,Please provide in gulbahar colony,,,
Nayatel,I M living there at lawyer colony what is the features kindly update,,,
Nayatel,Junaid Hassan,,,
Nayatel,Ardisu Saimi,,,
Nayatel,How to available in Gujranwala,,,
Nayatel,Irtiza Mughal,,,
Nayatel,Ghauri Town Phase 4-B? :’) 4-A ma 4 months sa aaye huye ha,,,
Nayatel,waiting in new city phase2 wah cantt,,,
Nayatel,Saad Anjum explain,,,
Nayatel,Plz tell me about 03237970007,,,
Nayatel,Mb? Charges?,,,
Nayatel,What about fazal town phase 1??,,,
Nayatel,Sohail Mazhar,,,
Nayatel,Tell me r u available @ old airport road Faisal colony.,,,
Nayatel,"Please also visit the Faisal Colney, near Gulzar e Quid 😕",,,
Nayatel,Dheri Hassan Abad ma b facility dy dain bht mehrbani ho ge ap ki,,,
Nayatel,I am your user in gulberg Green isb I want shah fasail colony,,,
Nayatel,What about G6 1/4,,,
Nayatel,Ali Raza,,,
Nayatel,Ptcl or local net service ki chuti salon na bahot tng kr rkha ha. Ab sahi rahy ga Nayatel se yeh muqabla ni kr skty because nayatel services pa khalta ha,,,
Nayatel,Fazal town phase 2 Rawalpindi?,,,
Nayatel,Finally the wait is over.❤🌟,,,
Nayatel,Mere ghr me net to lga gaye hen lekin tv cebil nhi de rhe,,,
Nayatel,Available in gulbahar colony near to lawyer colony?,,,
Nayatel,Fee kitni ha per month?,,,
Nayatel,Please share packages,,,
Nayatel,kitna mb ha,,,
Nayatel,Mehnga ha bhai tax b ha 7 m,,,
Nayatel,KRL road Rawalpindi,,,
Nayatel,Yeh chez ☺,,,
Nayatel,Available in street 2b? Near masjid al hassan lawyers colony.,,,
Nayatel,Is there any chance you are bringing your services to Faisal Colony as well?,,,
Nayatel,Airport housing society 4 rawalpindi,,,
Nayatel,When comes in faisal colony near gulzar e quaid????,,,
Nayatel,Faizan Shahid,,,
Nayatel,When will you install infrastructure in Fazaltown2- chaklala. Rwp,,,
Nayatel,Applied,,,
Nayatel,"O bhai mehrbani kro phlay jin ko service provide ki ha unki speed tw maintain kro, aj kal tmarae internet sai bhtar phone ka 3g chlta ha. Aksar tw wo laptop sa connect kr k kaam krna parta ha. Call kro tw topi kra daitay ho ‘hamrae end pa sb theek ha’",,,
Nayatel,Shah khalid colony ma kab tak aye ga,,,
Nayatel,Tench bhatta ?,,,
Nayatel,Wazir town,,,
Nayatel,AECHS SECTOR 4,,,
Nayatel,کوہ قاف سے اتر کر کوہ نون سے ہو کر انصاف پا جانے والے شہزادے۔۔,,,
Nayatel,Sheri Mirza Pub G ki full service with a great network that’s the main feature...😂,,,
Nayatel,Waiting for your internet in Pindorian Islamabad near Zia masjid high way Islamabad,,,
Nayatel,when will you come bahawalpur??,,,
Nayatel,Nayatel apko wingal device teyar Karni chaiy,,,
Nayatel,Am waiting since 2 years 😍😍,,,
Nayatel,Arsalan Khan,,,
Nayatel,Uzair Mir,,,
Nayatel,@Nayatel Laudable services and customer care indeed !,,,
Nayatel,Sameer Tahir,,,
Nayatel,Eagerly waiting ❤️,,,
Nayatel,Please bring your services to Park Enclave Islamabad It is slowly but surely developing and some families are living here who would all utilise the service.,,,
Nayatel,Sir misriyal road Ali shoping mall mein chhaye,,,
Nayatel,"Mrsriyal road p Ali shoping mall
Yahan 3 sy 4 connection main apko dy do ga",,,
Nayatel,Shahrukh Prince you work here?,,,
Nayatel,Final date ka pata h kab service start hoo ge G-15 m,,,
Nayatel,Lol I live in g15 and I have nayatel already,,,
Nayatel,Will u cover all sectors of g. 15 or partially,,,
Nayatel,When Nayatel will be available in B17,,,
Nayatel,F15/1 aye gaaa,,,
Nayatel,Shabana Qaisar Hasan,,,
Nayatel,Please share your package details,,,
Nayatel,Muhammad Arslan Muhammad Nasrullah,,,
Nayatel,Do portion ghar phar ak portion main free,,,
Nayatel,Basir Inayat Khattak,,,
Nayatel,Abdul Hameed Khan,,,
Nayatel,Dera Ismail Khan mein kb aoge??,,,
Nayatel,Umair Cheema...yara bht suna he...kuj bta kya scene he,,,
Nayatel,"پورا سیکٹر ہی کھود ڈالا ہے
تین کمپنیاں ایک ساتھ
اللّٰه خیر کرے",,,
Nayatel,We need in G-15/1 street 21. The longest street. So expedite your work NAYATEL.,,,
Nayatel,"I have 15mb data connection which cost me 3500 per month (PTCL) . And just 3 mobiles are connected nothing else. No laptop no TV. And it took me almost one minute to open this post, I don't know how much it'll take to upload this comment",,,
Nayatel,Talha Ali,,,
Nayatel,When I-16???,,,
Nayatel,Will it cover F 15/1 main double road ? Any estimated timeline ?,,,
Nayatel,Dont..we have PTCL and its the best,,,
Nayatel,Great news,,,
Nayatel,ریٹس,,,
Nayatel,After F-16 😊,,,
Nayatel,Jo streets Khrab ki hain woh Kon theek karay ga. All of you have hampered infrastructure and do not deserve respect.,,,
Nayatel,https://facebook.com/Chaudhry4official,,,
Nayatel,بیڑہ غرق کردیا روڈو کا فاءیبر تاریں تو ڈال دی اب روڈ گلیاں کون صاف کرےگا #Nayatel,,,
Nayatel,"I requested to nayatel officers .
Come to G-15 See road and road conditions and streets",,,
Nayatel,when will you bring to Frash town Islamabad ??????,,,
Nayatel,Also think about E-16,,,
Nayatel,"Please come to B-17, Islamabad. PTCL has ruined internet for us",,,
Nayatel,Is it available in tarnol benazir chowk,,,
Nayatel,Ahmad Ghazanfar,,,
Nayatel,Jo streets kharab ki hain woh bhi theek karian....,,,
Nayatel,Hammad Ajmal Ali Arslan,,,
Nayatel,Are you planning to extend your services to G-16?,,,
Nayatel,Well come g,,,
Nayatel,B-17 aa jain please ab aa jain...,,,
Nayatel,"Come and see the mud all over the sector, am surprised about the authority who approved the wayleave and giving PACs in spite of incomplete work , who is going to bring the infrastructure back to its normal condition and clean the mud ?",,,
Nayatel,When i-14 ?,,,
Nayatel,what about F15 ?,,,
Nayatel,Per streets ki ma bhn Ek kerny agaye ap to 😂🤦🏻,,,
Nayatel,@naytel what is plan for F-15-1 ?,,,
Nayatel,There is mud everywnere in G15 due to your escavation,,,
Nayatel,"When you provide your services in Taxila?
Duration approximately?",,,
Nayatel,I m waiting,,,
Nayatel,جی,,,
Nayatel,G 15 na k taxila m ok jo khush ho rahay hai taxillan,,,
Nayatel,When in Wah Taxila?,,,
Nayatel,Connection kb offer kren gy g15 ma?,,,
Nayatel,Welcome in G 15 i am from G 15 but u have to discount on intial setup charger and devices cost otherwise strong competition Ptcl also more on fiber,,,
Nayatel,Muhammad Qasim,,,
Nayatel,Sardar Muneeb Hassan banda peo ko tag hee kardeta hay,,,
Nayatel,Ishfaq Khan Niazi,,,
Nayatel,"Is Nayatel available in Usman Town,millat road Faisalabad??",,,
Nayatel,idr tmara pyo lgaye ga.... G11,,,
Nayatel,byecoty nayatel,,,
Nayatel,Nayatel,,,
Nayatel,Ap ko B17 may be lazmi ana chaiya 1500 ghar haen,,,
Nayatel,do i get a discount since u destroyed my whole lawn ?🤔,,,
Nayatel,Waleed Arshad,,,
Nayatel,Usman Yousafzai,,,
Nayatel,Shahiq Imam,,,
Nayatel,What's about f-15?,,,
Nayatel,Nayatel ka phone Aya Tha. PTCL nhe rhy 😭😭,,,
Nayatel,Ahsan Tahir tears of happiness 🥲🥲🥲🥲🥲,,,
Nayatel,Mashallah .,,,
Nayatel,F15/1?,,,
Nayatel,جی پندرہ میں کوئی ویکنسی ہوئی تو بتانا میں ترنول سے ہوں,,,
Nayatel,Muhammad Ibrahim,,,
Nayatel,What about Taxila ??,,,
Nayatel,What are your packages?,,,
Nayatel,Please bring net in E16,,,
Nayatel,E 16 please,,,
Nayatel,Samit Karim congratulations,,,
Nayatel,E-16 kab aana hay?,,,
Nayatel,Finally,,,
Nayatel,"G-15 to agai wht abt F-15 ,",,,
Nayatel,Are u available at CBR Town islamabad,,,
Nayatel,What about I-10??,,,
Nayatel,I stream Netflix in HD quality with only 4mb speed 30 mbs would be heaven for me lol,,,
Nayatel,A very pathetic selling service in Islamabad. I am chasing Nayatel for last one month for new connection but still they are in Corontine. 🤐,,,
Nayatel,best net...,,,
Nayatel,"This is the letter I have just sent to video complaint , I hope it will be taken up.

Dear Sir,

I am a regular viewer of Nayaltel English movies channel on cable.

I have complained twice, but to no avail.

There used to be 2 NMX good quailty English movies channel , which used to show latest movies too.
Then there was HBO, then filmmax, although Hindi translation, but good stuff.

The down fall of your cable began , by first removing NMX , and replacing it with a bad quality music channel. I fail to understand, who gives you feedback to bring channels ,without looking at market demand and customers too.

Your cable should cater to all types of customers, and you know it too , English movies ,Hollywood movies are in demand.
Already there are many music channels, so this was a foolish move.
Then filmMax was replaced by A1 channel showing Chinese shows, dubbed in urdu
Who watches them?
I know many people with nayatel, in my area, F11, and none of them watches it.

And dubbing English movies in Urdu in one channel is more than enough, why have so many?Why watch English movies dubbed in Urdu?What's the point then.

My firm demand is to restore the other NMX CHANNEL, and restore HBo.
If not bring other quality movie channels
Like Hallmark and many others.

I hope listening to costumers' demands, you will do the needful , and not to make such drastic changes which damages your repute",,,
Nayatel,This service can worked even your services not avay in Bahira Town Phase 8 Sector B RAWALPINDI,,,
Nayatel,Unfortunately my Alcatel ONT don't support the service; so I had to purchase a HD Box after purchasing a Samsung Smart TV. 🤔😥😪,,,
Nayatel,G-6-1/4 M SERVICE AVAILABLE HAI K NO,,,
Nayatel,Bharakho me kab available hoga net,,,
Nayatel,Basic cable charges?,,,
Nayatel,In D17 service available,,,
Nayatel,Morgah shadman calony kb available hoga,,,
Nayatel,Is it just one time payment thing?,,,
Nayatel,okara ma service le l ayn,,,
Nayatel,fazool hogaya hai nayatel bhi ... 15mb me 15 kb speed bhi nai ati ... youtube ki video bhi load hoti hai ab .. complaint karow tou bolte hai bilkul theak hai .. unlimited download ka kya faida ....,,,
Nayatel,Do you people have internet services in Nowhere??,,,
Nayatel,Vip affiliation block?,,,
Nayatel,Bahira phase 8 omer block min kab tak available hogi apki service?,,,
Nayatel,"Please In Shaheen Town, Mangral Model Town Gangal West",,,
Nayatel,Afghanabad faisalabad,,,
Nayatel,Shinwari town ring road peshawar kab ayega ga?,,,
Nayatel,Kpk malakand dargai,,,
Nayatel,Kandly add tiktok on that???,,,
Nayatel,ShehRyar Ahmad,,,
Nayatel,monthly bill,,,
Nayatel,very gatya service be careful don't wSte ur mony,,,
Nayatel,zong s better than,,,
Nayatel,Saqib Ahmed,,,
Nayatel,Islamabad main abi pori coverage nai hai baqi kahan hogi,,,
Nayatel,Bill details plz,,,
Nayatel,How much for subscription,,,
Nayatel,As available in peshawar ...kochi bazar ....??????,,,
Nayatel,D12 isb main services hain kia?,,,
Nayatel,Is this service only for social media?,,,
Nayatel,Fee?,,,
Nayatel,Mattel high price than ptcl,,,
Nayatel,Available in hazar khwani Peshawar,,,
Nayatel,Pubg 10 ms my chale gi ???,,,
Nayatel,50 MB(Mega-Byte) > 50 Mb(Mega-bit),,,
Nayatel,Aji lowda mera na mere ofc me aap ki services available hain na mere gr wali side pe,,,
Nayatel,Device hai apke pass ju unlimited hon,,,
Nayatel,Kindly confirm in dalazak road peshawar Momin town me service ha?,,,
Nayatel,Is it available in warsak road,,,
Nayatel,Monthly Charges /,,,
Nayatel,"You are providing services in many cities, but G-7 sector Islamabad is still in not your list. It's been almost 6 years I am continually requesting for your service, whenever I book my order online or check your services I got a call from your side about the checking of location and service availability in following days, but never get call again. Your engineers never came to check.",,,
Nayatel,Bannu kpk me kab aye ga ye connection?,,,
Nayatel,no service our house 😭,,,
Nayatel,Your service available in Azad Kashmir..?,,,
Nayatel,G-13/3 may services hain aapki?,,,
Nayatel,Can I exchange my router for the 5GHz one,,,
Nayatel,jaranwala city?,,,
Nayatel,bhai yakatoot me service hai ?,,,
Nayatel,کب ہمارے area میں coverage ملے گی بھائی جی 150 دفع کہ چکا ہوں,,,
Nayatel,pely apni coverage tu available banao jb starlink a jae ga tb ho gi kya?,,,
Nayatel,Possible Abu zar ghafari colony gt road,,,
Nayatel,Isma tiktok b add ha???,,,
Nayatel,Kya faida services hi ni hain bht saray areas me,,,
Nayatel,Fsd me service,,,
Nayatel,Charges??,,,
Nayatel,Can you come to dha 1 RAWALPINDI,,,
Nayatel,Chibban road chibban,,,
Nayatel,Sir Gul bahar ma ap ki service ha,,,
Nayatel,Peshawar gulbahar,,,
Nayatel,America Main Connection chaiye apka Nasa Ke liye... 🤠😼🙂,,,
Nayatel,We miss your coverage in Shabqadar,,,
Nayatel,Is there available in 7chak dawoo road near allied hospital?,,,
Nayatel,Ghulal Muhammad Abad ?,,,
Nayatel,Dr tusi road faisalabad service avail?,,,
Nayatel,Available in wah cantt?,,,
Nayatel,What about the warsak road?,,,
Nayatel,Kia Peshawar ma available ha ??,,,
Nayatel,Yes there is any coverage in Nothia Qadeem gulistan colony,,,
Nayatel,Peshawar me hai?,,,
Nayatel,"Rawalpindi sceem 3
Need detail plz",,,
Nayatel,bara Kaho. 1mb k price,,,
Nayatel,Pkg price plz,,,
Nayatel,Available in Rawat,,,
Nayatel,Your office is in Rawalpindi and still does not provide services all over the city. :(,,,
Nayatel,Avalible on charsadda road,,,
Nayatel,Tiktok ni add isma??,,,
Nayatel,Peshawar city area me kab aye ga??,,,
Nayatel,For these apps only?,,,
Nayatel,Add twitch and tiktok please,,,
Nayatel,When will you start your service in Gujranwala?,,,
Nayatel,50 mbps price ??,,,
Nayatel,Sir bharakhao me kab available hoga net,,,
Nayatel,rip nayatel after ptcl introduced GPON 😏😏,,,
Nayatel,Toba tek Singh ma hy kia?,,,
Nayatel,Nishatabad Garden muhalla,,,
Nayatel,Phase 5b ghori town islamaabad. When will service provid?,,,
Nayatel,How can i use it?,,,
Nayatel,h13 main service kia,,,
Nayatel,nust universty key pass,,,
Nayatel,How give me a call number peshawar office,,,
Nayatel,ھزارہ کالونی نزد گنجمنڈی پل راولپنڈی میں کب سروس شروع کر رھے ھے,,,
Nayatel,Street # 49 block # 29-A G-8/1 Islamabad,,,
Nayatel,Usman town millat road Faisalabad?,,,
Nayatel,peshawar ma hy?,,,
Nayatel,Monthly fee,,,
Nayatel,Bank colony dhamial rwp,,,
Nayatel,Navlti pol,,,
Nayatel,Allahabad gali no 9 rawalpindi me kab ay ga,,,
Nayatel,Chiniot,,,
Nayatel,"Jamia Masjid Road, Rawalpindi",,,
Nayatel,"Available in Quetta?
hate PTCL",,,
Nayatel,Sargodha Road Faisalabad Is it Available???,,,
Nayatel,"Hello dear NAYATEL do your servuce in
G.M ABAD FAISALBAD
&CHAK NO 279 R.B",,,
Nayatel,start service in wah cantt near taxila,,,
Nayatel,Nayatel I have 50mbps but it has download limit,,,
Nayatel,Nayatel. Ap ki services Islamabad G6\12me ha kaya😕😕,,,
Nayatel,Cost?,,,
Nayatel,PACKAGE PRICE WITH TV?,,,
Nayatel,Star plus is available ????,,,
Nayatel,Please sir okara na b service start kren very best results inshallah ptcl ab nhi yhn thk chlta,,,
Nayatel,کیا یہ گاؤں دیہات میں سہی کام کرتا ہے,,,
Nayatel,Service in Islamabad are not same as they were before. With expansion Nayatel should keep their service quality better or at least same. Otherwise they are going to loose happy customers.,,,
Nayatel,What is the benefit of joybox ? Can you explain ? I might be interested to get it,,,
Nayatel,One joy box for how many TVs?,,,
Nayatel,"Opening in all bahria areas except for Rawalpindi phase 8, sector F, Block F-8 /1 😠😰",,,
Nayatel,Sir please okara ma b service start kren apko better results mily boht log connections lin ptcl yhn sai nhi daily problem,,,
Nayatel,Is it available at h-13,,,
Nayatel,Gujranwala m kb opna krna h,,,
