Brand,comments,,,
transworldhome,I want to go on listening to this beautiful rendition,,,
transworldhome,"We will never ever forget your testimony, your sacrifices🥺😓✊🇵🇰",,,
transworldhome,Great!,,,
transworldhome,Great😢😴,,,
transworldhome,Xxx,,,
transworldhome,Isi,,,
transworldhome,Good Pak fog,,,
transworldhome,superb,,,
transworldhome,Akhtar Karimi,,,
transworldhome,"Such a brilliant performance , I salute the brave sons love you❤️❤️❤️❤️❤️❤️",,,
transworldhome,TARAK FSOKJB,,,
transworldhome,Asad Khan Taran,,,
transworldhome,👍🏻👍🏻,,,
transworldhome,Nice..👌,,,
transworldhome,Super music.,,,
transworldhome,Amazing performance,,,
transworldhome,Worst service ever,,,
transworldhome,123...😂😂😂,,,
transworldhome,Verygood,,,
transworldhome,Well done guyz,,,
transworldhome,So satisfying♥️,,,
transworldhome,Really heart touching,,,
transworldhome,Very wldon,,,
transworldhome,💚💚💚💚💚💚💚💚💚💚💚💚💚,,,
transworldhome,Nice.....,,,
transworldhome,Emraan Rao Emraan Rao,,,
transworldhome,Great job Trans world.,,,
transworldhome,Good g,,,
transworldhome,🕋,,,
transworldhome,Proud of Christian God bless you,,,
transworldhome,Superb,,,
transworldhome,Faiz Muhammad,,,
transworldhome,Nasir Khan,,,
transworldhome,Outstanding,,,
transworldhome,Great 🌹,,,
transworldhome,Nice bro's,,,
transworldhome,Muzmilali Shaikh,,,
transworldhome,GREAT ZINDABAD,,,
transworldhome,Very beautiful sog,,,
transworldhome,Very beautiful soing so nice God bless you son,,,
transworldhome,Please support me,,,
transworldhome,God bless both of u.,,,
transworldhome,I love Pakistan ♥️❣️❤️🥰🥰🥰,,,
transworldhome,Abid Abid,,,
transworldhome,Fantastic,,,
transworldhome,Just ....wow,,,
transworldhome,Lovely,,,
transworldhome,Nice yar,,,
transworldhome,Memon Mohammad Ali Apologies for the inconvenience. Please be informed that your complaint has been escalated for resolution.,,,
transworldhome,Pathetic Customer Service I ternet not working since last 30hrs have called many times my complaint no is 337401 service team is reluctant to solve my problem. .pls solve my orib at earliest else I am escalating is to PTA,,,
transworldhome,Wasiq Imran apologies for the inconvenience. Your complaint has been escalated to be resolved on priority.,,,
transworldhome,Lahore gulberg 3,,,
transworldhome,Your OTC IS HIGH,,,
transworldhome,You can opt for Tru Internet for All offer in which you don't have to pay the OTC.,,,
transworldhome,hyderabad?,,,
transworldhome,"Our services have been down for the past 5 days...
complain #303691..
Instead of getting new customers, try keeping your old customers happy... it should not take 5 days to fully solve a problem.",,,
transworldhome,Apologies but our services are currently not available in the desired location.,,,
transworldhome,Taha Nadeem,,,
transworldhome,Wapda town Lahore??,,,
transworldhome,عباد اقبال Sajid Jabbar,,,
transworldhome,How is it for the gaming? And is it available in Peshawar?,,,
transworldhome,Ismail Shah Apologies but we aren't available in the desired location.,,,
transworldhome,Sumaiya Qasim Lawai,,,
transworldhome,I have applied for a new connection since August 15th and your deployment team hasn't contacted me yet!,,,
transworldhome,Waqas Hayat Thank you for cooperating with us. Your complaint has been forwarded to our support teams. They will contact you soon for the resolution of your query.,,,
transworldhome,GARDEN EAST KARACHI?,,,
transworldhome,Serfraz Almani,,,
transworldhome,Is it available in Bahria Town Karachi,,,
transworldhome,"For complete details on coverage in Karachi, please visit this link:

www.transworld-home.com/coverage/Karachi",,,
transworldhome,do u offering at chakri road RWP?,,,
transworldhome,Muhammad Nadeem Mughal apologies but we aren't available in the desired location.,,,
transworldhome,Monthly charges?,,,
transworldhome,Fayyaz Ul Haq,,,
transworldhome,"Excellnt promotion
I wish my ISP give this kind of offer",,,
transworldhome,I have 10 plus 10 offer can I avail this offer,,,
transworldhome,This offer is only for base plan 20 and 30 Mbps. You can upgrade your package to 20 Mbps base package and pay 3 months advance to avail 50 Mbps speed.,,,
transworldhome,Anas Naeem,,,
transworldhome,Good job,,,
transworldhome,Fakhar Sameer,,,
transworldhome,Ilove you rashid minhas,,,
transworldhome,Sardar Khalid,,,
transworldhome,Love you vhero,,,
transworldhome,Lal Zaman Tanoli,,,
transworldhome,Z-Shan Khan bro I strongly recommend u to try this service.. undoubtedly the best in town,,,
transworldhome,Thank you for the positive feedback!,,,
transworldhome,Excellent Service 🤩,,,
transworldhome,what is portal site dear..,,,
transworldhome,datail plz,,,
transworldhome,"Please visit our website for all package and coverage details.

www.transworld-home.com",,,
transworldhome,Wow beauty i love Pakistan,,,
transworldhome,"Well composed, well sung !! 👍",,,
transworldhome,Song very good senery very good hair style very bad,,,
transworldhome,lovely really,,,
transworldhome,786.and.soper.and.nice,,,
transworldhome,Zaberdast songs,,,
transworldhome,Duaa Kamran Khan,,,
transworldhome,Nasurljan Khan,,,
transworldhome,Mansoor Ahmed Vohra,,,
transworldhome,Very nice video,,,
transworldhome,Nabila de Winter,,,
transworldhome,Tahir Parwaz,,,
transworldhome,Tasneem Shaheen,,,
transworldhome,Sajid Ali,,,
transworldhome,V v nice...,,,
transworldhome,Mohd Jahangir,,,
transworldhome,Nyc,,,
transworldhome,Suhailkhan Suhail,,,
transworldhome,welldone,,,
transworldhome,Ahmad Khan,,,
transworldhome,Nice song,,,
transworldhome,03452663779,,,
transworldhome,Faqeer Saien,,,
transworldhome,Well done proud of you Qurram 😍😍😍,,,
transworldhome,Beautiful,,,
transworldhome,Very nice,,,
transworldhome,Original is original.....,,,
transworldhome,"ThankYou for this speedtest website 🤩😍
https://transworld-home.speedtestcustom.com/",,,
transworldhome,Funhub.pk website is not working any solution I'm transworld user,,,
transworldhome,Give dattailes of ur package,,,
transworldhome,"Imran Banka Please visit our website for package details.

www.transworld-home.com",,,
transworldhome,Kindly confirm the service is available in Data Gunj baksh town ??,,,
transworldhome,Excellent Service 😍🤩,,,
transworldhome,What is connection carges for TV cable,,,
transworldhome,Shayan Yousuf,,,
transworldhome,"50mb means 50mb upload 50mb download , Transworld you are beauty , loving the offer , please lower the rates for IPTV 600+ tax for one tv is too much expensive",,,
transworldhome,Abid Hussain you can opt for our 3 TV for Rs 999 offer.,,,
transworldhome,Any movies server if this internet?,,,
transworldhome,Offer is attractive but Transworld is limited to few areas. They expand their services to other cities,,,
transworldhome,Salman Khan Please inbox us your complete address along with your contact details.,,,
transworldhome,"best offer, best internet services",,,
transworldhome,"Really disappointed in transworlds service recently , it has been 2 days and my internet is out of order , called your helpline for the past 2 days and get the same answer that the team is in field and will contact me to resolve the issue ..... God knows what is your team doing and what is taking them so long to contact me and rectify the problem.",,,
transworldhome,expand your coverage in khi,,,
transworldhome,I am not getting exactly 50mbps. It's hovering around 40-45 Mbps.,,,
transworldhome,"So, I can raise your concerns to the relevant teams and expedite its resolution.",,,
transworldhome,How can i creat a customer id?,,,
transworldhome,Hi i need your services can anyone contact me 03035552227,,,
transworldhome,Arif Hussain,,,
transworldhome,Rawalpindi me v lunch karan please,,,
transworldhome,Price,,,
transworldhome,Your network is very poor for gaming,,,
transworldhome,Jahanzaib Chauhan,,,
transworldhome,you guys didn't mention your channel list anywhere,,,
transworldhome,Very poor service,,,
transworldhome,Muhammad Anwer,,,
transworldhome,Is this available in bannu,,,
transworldhome,Give us extra speed for all 3 days of EID,,,
transworldhome,Bahria 8 sector L Rawalpindi service requested,,,
transworldhome,"Khalid Ikram Please visit our website for coverage details.

https://transworld-home.com/coverage",,,
transworldhome,👍👍,,,
transworldhome,Packages and service areas for Karachi please.,,,
transworldhome,"Smh Rahman Please visit our website for package details.

www.transworld-home.com",,,
transworldhome,Are your service available at Johar Town A2 block,,,
transworldhome,do this offer valid for 10mbps users as well,,,
transworldhome,"No, this offer is only valid for 20 and 30 Mbps connections. But you can upgrade your connection from 10 Mbps to 20 Mbps and get an additional 10 Mbps on top of that for free! For details, please call 111 837 837.",,,
transworldhome,"Are you guys available in F-Block Satellite Town , Rawalpindi",,,
transworldhome,"Abdullah Faisal Please visit our website for coverage details.

https://transworld-home.com/coverage",,,
transworldhome,"very good offer , thanks transworld , loving it",,,
transworldhome,Extended your services to more cities,,,
transworldhome,Good work,,,
transworldhome,Waqas Tahir,,,
transworldhome,Excellent deal,,,
transworldhome,Model colony ma service hy?,,,
transworldhome,Any plan for launching services in Peshawar,,,
transworldhome,Are your service available at GULSHAN RAVI LAHORE,,,
transworldhome,That’s a lie,,,
transworldhome,Qamar Mughal,,,
transworldhome,no bhai best internet ever i used transworld,,,
transworldhome,Are your service available at Punjab Small Industries Housing Society,,,
transworldhome,Farhan Bin Ashfaq Sorry but not available in the desired location.,,,
transworldhome,Is your service in H Block Sabzazar,,,
transworldhome,Ali Chaudhry Sorry but our services aren't available in the desired location.,,,
transworldhome,Is it in Shah Jamal naer Ichra police station?,,,
transworldhome,Toqeer Hussain Apologies but our services aren't available in the desired location.,,,
transworldhome,Behind LUMS University,,,
transworldhome,Ali Hussain,,,
transworldhome,Waiting for 3 days for deployment team to deploy the connection at my place. All I am experiencing is miscommitment and poor customer onboarding process.,,,
transworldhome,Need 50 mb in khanewal,,,
transworldhome,Total bill price of 20 mbps connection,,,
transworldhome,Service available in site area sher Shah colony,,,
transworldhome,Just got my 20mbs connection today with additional 10mbs free! Getting perfect speed. Lets see how it goes,,,
transworldhome,"It was good in the begining but now same as the others no speed, multiple disconnections from phase 4",,,
transworldhome,Asif Malik Thank you for sharing the required details. Someone from our support teams will get in touch with you.,,,
transworldhome,why not in Askari 11 ?,,,
transworldhome,Its best 👍,,,
transworldhome,Worst technicall team which cannot even install a wire no uniforms no sops followed for covid-19,,,
transworldhome,"No reply received for Sector L, Bahria Town phase 8, Rawalpindi",,,
transworldhome,Khalid Ikram Apologies but our services aren't available in the desired location.,,,
transworldhome,"Shukar hai, its still undoubtedly the fastest in phase 2",,,
transworldhome,Please extend your excess to eden cottages its 2 min drive from Dha phase 1,,,
transworldhome,No doubt the best,,,
transworldhome,"State life society, near DHA 4 please",,,
transworldhome,Plz extend your services to more cities,,,
transworldhome,👍,,,
transworldhome,I wish i could avail this offer but unfortunately no services in my city,,,
transworldhome,Why you guy's are providing NAT type strict... v.bad connection for gaming...,,,
transworldhome,Gr8 offer,,,
transworldhome,Ali Yahya,,,
transworldhome,Available in Peshawar?,,,
transworldhome,Ahmad Kh Sorry but our services aren't available in Peshawar.,,,
transworldhome,Available at 275 jb painsera Faisalabad,,,
transworldhome,Available in Pak Arab Society lahore?,,,
transworldhome,Sufyan Ali Apologies but our services aren't available in the desired location.,,,
transworldhome,☻,,,
transworldhome,Entertainment portal?,,,
transworldhome,Are you available in Rawalpindi ??,,,
transworldhome,"Azhar Naazir Our services are currently only available in Karachi, Lahore and Islamabad.",,,
transworldhome,Very Reasonable,,,
transworldhome,"Sir,
I made a payment of three months in against of promotion of 50GB/S and I received a message of confirmation when I checked the speed I didn't get the same speed as they said.
The speed of my internet is same as before it didn't change. Kindly forward my complaint and make me updated. I have send screen shot of internet speed in your WhatsApp number also from my registered number kindly go through it.
I am also attaching the confirmation message which I received in against of my payment.

""Thank you for your payment of Rs. 8064 on July 11, 2020. Now pay your bills via Credit/Debit cards using Transworld Home Self-Care portal, Easypaisa and Jazz Cash""

Kind Regards,
Muhammad Anwar Zaib Khan",,,
transworldhome,"Muhammad Anwar Zaib Khan
Thank you for sharing. Our support team will get in touch with you soon!",,,
transworldhome,Can u please share HD channrl list of Karachi,,,
transworldhome,Can I get a listing of your channels,,,
transworldhome,Please expand your service in gulberg A3,,,
transworldhome,Nadeem Asghar,,,
transworldhome,Customers care services 0 hy,,,
transworldhome,Expand your services to more cities,,,
transworldhome,Any info on when it can be available in Phase 6?,,,
transworldhome,No ETA can be given at this time but our teams are working hard to get everyone connected.,,,
transworldhome,So far so good,,,
transworldhome,Broadbands Service with no coverage. Funny.,,,
transworldhome,Farhan Ahmed Butt,,,
transworldhome,Askari 11?,,,
transworldhome,30 or 40 mbps price,,,
transworldhome,Kindly mention your complete address.,,,
transworldhome,Walton lahore??,,,
transworldhome,Apologies but not available in the desired location.,,,
transworldhome,Available in Samanabad Town?,,,
transworldhome,10Mbps price?,,,
transworldhome,You have in Sahiwal,,,
transworldhome,Khurram Anwar Apologies but we aren't available in the desired location. Hope to serve you soon!,,,
transworldhome,Basit Junejo,,,
transworldhome,Shahid Ali,,,
transworldhome,"🇵🇰Aslam alikum all Friends🇵🇰
Channel monetize 💯persund real guarantee
Permanently subs
1ooo subscribe and
4ooo hours watch time available cheap price ka sath all country contact my WhatsApp on 03123456048",,,
transworldhome,Channel list please,,,
transworldhome,Lahore chung,,,
transworldhome,"Do you issue tax certificate to you consumers which you charge every month. I requested last year, never got it. Do you have this basic capability now.",,,
transworldhome,"Assalam o Alaikum

Hope you and ur family are safe and sound and Allah forgive and protect us(Ameen).

My Name is SALMAN SALIMI From IGI LIFE Vitality INSURANCE(A Packages Group Company) .

Our offices are now open so kindly protect urself and ur family and secure financial stability through

Saving plans
Educational plans
Marriage plans,
Retirement plans
Group health insurance etc etc.

Our dedicated staff are available to protect you and ur family at your doorstep.

Regards
Salman salimi
IGI Life Insurance
03334455676
03090393939
http://igilife.com.pk/

Address: Almalik Building Davis road,lahore
03090393939/03334455676",,,
